"code","group","article","description"
"B38.89","1","A57484","Other forms of coccidioidomycosis"
"B39.0","1","A57484","Acute pulmonary histoplasmosis capsulati"
"B39.1","1","A57484","Chronic pulmonary histoplasmosis capsulati"
"B39.2","1","A57484","Pulmonary histoplasmosis capsulati, unspecified"
"B39.3","1","A57484","Disseminated histoplasmosis capsulati"
"B39.4","1","A57484","Histoplasmosis capsulati, unspecified"
"B39.5","1","A57484","Histoplasmosis duboisii"
"C22.0","1","A57484","Liver cell carcinoma"
"C22.1","1","A57484","Intrahepatic bile duct carcinoma"
"C22.2","1","A57484","Hepatoblastoma"
"C22.3","1","A57484","Angiosarcoma of liver"
"C22.4","1","A57484","Other sarcomas of liver"
"C22.7","1","A57484","Other specified carcinomas of liver"
"C22.8","1","A57484","Malignant neoplasm of liver, primary, unspecified as to type"
"C22.9","1","A57484","Malignant neoplasm of liver, not specified as primary or secondary"
"C23","1","A57484","Malignant neoplasm of gallbladder"
"C24.0","1","A57484","Malignant neoplasm of extrahepatic bile duct"
"C24.1","1","A57484","Malignant neoplasm of ampulla of Vater"
"C24.8","1","A57484","Malignant neoplasm of overlapping sites of biliary tract"
"C24.9","1","A57484","Malignant neoplasm of biliary tract, unspecified"
"C25.0","1","A57484","Malignant neoplasm of head of pancreas"
"C25.1","1","A57484","Malignant neoplasm of body of pancreas"
"C25.2","1","A57484","Malignant neoplasm of tail of pancreas"
"C25.3","1","A57484","Malignant neoplasm of pancreatic duct"
"C25.4","1","A57484","Malignant neoplasm of endocrine pancreas"
"C25.7","1","A57484","Malignant neoplasm of other parts of pancreas"
"C25.8","1","A57484","Malignant neoplasm of overlapping sites of pancreas"
"C25.9","1","A57484","Malignant neoplasm of pancreas, unspecified"
"C26.0","1","A57484","Malignant neoplasm of intestinal tract, part unspecified"
"C26.1","1","A57484","Malignant neoplasm of spleen"
"C26.9","1","A57484","Malignant neoplasm of ill-defined sites within the digestive system"
"C82.00","1","A57484","Follicular lymphoma grade I, unspecified site"
"C82.01","1","A57484","Follicular lymphoma grade I, lymph nodes of head, face, and neck"
"C82.02","1","A57484","Follicular lymphoma grade I, intrathoracic lymph nodes"
"C82.03","1","A57484","Follicular lymphoma grade I, intra-abdominal lymph nodes"
"C82.04","1","A57484","Follicular lymphoma grade I, lymph nodes of axilla and upper limb"
"C82.05","1","A57484","Follicular lymphoma grade I, lymph nodes of inguinal region and lower limb"
"C82.06","1","A57484","Follicular lymphoma grade I, intrapelvic lymph nodes"
"C82.07","1","A57484","Follicular lymphoma grade I, spleen"
"C82.08","1","A57484","Follicular lymphoma grade I, lymph nodes of multiple sites"
"C82.09","1","A57484","Follicular lymphoma grade I, extranodal and solid organ sites"
"C82.0A","1","A57484","Follicular lymphoma grade I, in remission"
"C82.10","1","A57484","Follicular lymphoma grade II, unspecified site"
"C82.11","1","A57484","Follicular lymphoma grade II, lymph nodes of head, face, and neck"
"C82.12","1","A57484","Follicular lymphoma grade II, intrathoracic lymph nodes"
"C82.13","1","A57484","Follicular lymphoma grade II, intra-abdominal lymph nodes"
"C82.14","1","A57484","Follicular lymphoma grade II, lymph nodes of axilla and upper limb"
"C82.15","1","A57484","Follicular lymphoma grade II, lymph nodes of inguinal region and lower limb"
"C82.16","1","A57484","Follicular lymphoma grade II, intrapelvic lymph nodes"
"C82.17","1","A57484","Follicular lymphoma grade II, spleen"
"C82.18","1","A57484","Follicular lymphoma grade II, lymph nodes of multiple sites"
"C82.19","1","A57484","Follicular lymphoma grade II, extranodal and solid organ sites"
"C82.1A","1","A57484","Follicular lymphoma grade II, in remission"
"C82.20","1","A57484","Follicular lymphoma grade III, unspecified, unspecified site"
"C82.21","1","A57484","Follicular lymphoma grade III, unspecified, lymph nodes of head, face, and neck"
"C82.22","1","A57484","Follicular lymphoma grade III, unspecified, intrathoracic lymph nodes"
"C82.23","1","A57484","Follicular lymphoma grade III, unspecified, intra-abdominal lymph nodes"
"C82.24","1","A57484","Follicular lymphoma grade III, unspecified, lymph nodes of axilla and upper limb"
"C82.25","1","A57484","Follicular lymphoma grade III, unspecified, lymph nodes of inguinal region and lower limb"
"C82.26","1","A57484","Follicular lymphoma grade III, unspecified, intrapelvic lymph nodes"
"C82.27","1","A57484","Follicular lymphoma grade III, unspecified, spleen"
"C82.28","1","A57484","Follicular lymphoma grade III, unspecified, lymph nodes of multiple sites"
"C82.29","1","A57484","Follicular lymphoma grade III, unspecified, extranodal and solid organ sites"
"C82.2A","1","A57484","Follicular lymphoma grade III, unspecified, in remission"
"C82.30","1","A57484","Follicular lymphoma grade IIIa, unspecified site"
"C82.31","1","A57484","Follicular lymphoma grade IIIa, lymph nodes of head, face, and neck"
"C82.32","1","A57484","Follicular lymphoma grade IIIa, intrathoracic lymph nodes"
"C82.33","1","A57484","Follicular lymphoma grade IIIa, intra-abdominal lymph nodes"
"C82.34","1","A57484","Follicular lymphoma grade IIIa, lymph nodes of axilla and upper limb"
"C82.35","1","A57484","Follicular lymphoma grade IIIa, lymph nodes of inguinal region and lower limb"
"C82.36","1","A57484","Follicular lymphoma grade IIIa, intrapelvic lymph nodes"
"C82.37","1","A57484","Follicular lymphoma grade IIIa, spleen"
"C82.38","1","A57484","Follicular lymphoma grade IIIa, lymph nodes of multiple sites"
"C82.39","1","A57484","Follicular lymphoma grade IIIa, extranodal and solid organ sites"
"C82.3A","1","A57484","Follicular lymphoma grade IIIa, in remission"
"C82.40","1","A57484","Follicular lymphoma grade IIIb, unspecified site"
"C82.41","1","A57484","Follicular lymphoma grade IIIb, lymph nodes of head, face, and neck"
"C82.42","1","A57484","Follicular lymphoma grade IIIb, intrathoracic lymph nodes"
"C82.43","1","A57484","Follicular lymphoma grade IIIb, intra-abdominal lymph nodes"
"C82.44","1","A57484","Follicular lymphoma grade IIIb, lymph nodes of axilla and upper limb"
"C82.45","1","A57484","Follicular lymphoma grade IIIb, lymph nodes of inguinal region and lower limb"
"C82.46","1","A57484","Follicular lymphoma grade IIIb, intrapelvic lymph nodes"
"C82.47","1","A57484","Follicular lymphoma grade IIIb, spleen"
"C82.48","1","A57484","Follicular lymphoma grade IIIb, lymph nodes of multiple sites"
"C82.49","1","A57484","Follicular lymphoma grade IIIb, extranodal and solid organ sites"
"C82.4A","1","A57484","Follicular lymphoma grade IIIb, in remission"
"C82.50","1","A57484","Diffuse follicle center lymphoma, unspecified site"
"C82.51","1","A57484","Diffuse follicle center lymphoma, lymph nodes of head, face, and neck"
"C82.52","1","A57484","Diffuse follicle center lymphoma, intrathoracic lymph nodes"
"C82.53","1","A57484","Diffuse follicle center lymphoma, intra-abdominal lymph nodes"
"C82.54","1","A57484","Diffuse follicle center lymphoma, lymph nodes of axilla and upper limb"
"C82.55","1","A57484","Diffuse follicle center lymphoma, lymph nodes of inguinal region and lower limb"
"C82.56","1","A57484","Diffuse follicle center lymphoma, intrapelvic lymph nodes"
"C82.57","1","A57484","Diffuse follicle center lymphoma, spleen"
"C82.58","1","A57484","Diffuse follicle center lymphoma, lymph nodes of multiple sites"
"C82.59","1","A57484","Diffuse follicle center lymphoma, extranodal and solid organ sites"
"C82.5A","1","A57484","Diffuse follicle center lymphoma, in remission"
"C82.60","1","A57484","Cutaneous follicle center lymphoma, unspecified site"
"C82.61","1","A57484","Cutaneous follicle center lymphoma, lymph nodes of head, face, and neck"
"C82.62","1","A57484","Cutaneous follicle center lymphoma, intrathoracic lymph nodes"
"C82.63","1","A57484","Cutaneous follicle center lymphoma, intra-abdominal lymph nodes"
"C82.64","1","A57484","Cutaneous follicle center lymphoma, lymph nodes of axilla and upper limb"
"C82.65","1","A57484","Cutaneous follicle center lymphoma, lymph nodes of inguinal region and lower limb"
"C82.66","1","A57484","Cutaneous follicle center lymphoma, intrapelvic lymph nodes"
"C82.67","1","A57484","Cutaneous follicle center lymphoma, spleen"
"C82.68","1","A57484","Cutaneous follicle center lymphoma, lymph nodes of multiple sites"
"C82.69","1","A57484","Cutaneous follicle center lymphoma, extranodal and solid organ sites"
"C82.6A","1","A57484","Cutaneous follicle center lymphoma, in remission"
"C82.80","1","A57484","Other types of follicular lymphoma, unspecified site"
"C82.81","1","A57484","Other types of follicular lymphoma, lymph nodes of head, face, and neck"
"C82.82","1","A57484","Other types of follicular lymphoma, intrathoracic lymph nodes"
"C82.83","1","A57484","Other types of follicular lymphoma, intra-abdominal lymph nodes"
"C82.84","1","A57484","Other types of follicular lymphoma, lymph nodes of axilla and upper limb"
"C82.85","1","A57484","Other types of follicular lymphoma, lymph nodes of inguinal region and lower limb"
"C82.86","1","A57484","Other types of follicular lymphoma, intrapelvic lymph nodes"
"C82.87","1","A57484","Other types of follicular lymphoma, spleen"
"C82.88","1","A57484","Other types of follicular lymphoma, lymph nodes of multiple sites"
"C82.89","1","A57484","Other types of follicular lymphoma, extranodal and solid organ sites"
"C82.8A","1","A57484","Other types of follicular lymphoma, in remission"
"C82.90","1","A57484","Follicular lymphoma, unspecified, unspecified site"
"C82.91","1","A57484","Follicular lymphoma, unspecified, lymph nodes of head, face, and neck"
"C82.92","1","A57484","Follicular lymphoma, unspecified, intrathoracic lymph nodes"
"C82.93","1","A57484","Follicular lymphoma, unspecified, intra-abdominal lymph nodes"
"C82.94","1","A57484","Follicular lymphoma, unspecified, lymph nodes of axilla and upper limb"
"C82.95","1","A57484","Follicular lymphoma, unspecified, lymph nodes of inguinal region and lower limb"
"C82.96","1","A57484","Follicular lymphoma, unspecified, intrapelvic lymph nodes"
"C82.97","1","A57484","Follicular lymphoma, unspecified, spleen"
"C82.98","1","A57484","Follicular lymphoma, unspecified, lymph nodes of multiple sites"
"C82.99","1","A57484","Follicular lymphoma, unspecified, extranodal and solid organ sites"
"C82.9A","1","A57484","Follicular lymphoma, unspecified, in remission"
"D13.0","1","A57484","Benign neoplasm of esophagus"
"D13.1","1","A57484","Benign neoplasm of stomach"
"D13.2","1","A57484","Benign neoplasm of duodenum"
"D13.30","1","A57484","Benign neoplasm of unspecified part of small intestine"
"D13.39","1","A57484","Benign neoplasm of other parts of small intestine"
"D13.4","1","A57484","Benign neoplasm of liver"
"D13.5","1","A57484","Benign neoplasm of extrahepatic bile ducts"
"D13.6","1","A57484","Benign neoplasm of pancreas"
"D13.7","1","A57484","Benign neoplasm of endocrine pancreas"
"D86.0","1","A57484","Sarcoidosis of lung"
"D86.1","1","A57484","Sarcoidosis of lymph nodes"
"D86.2","1","A57484","Sarcoidosis of lung with sarcoidosis of lymph nodes"
"D86.3","1","A57484","Sarcoidosis of skin"
"D86.81","1","A57484","Sarcoid meningitis"
"D86.82","1","A57484","Multiple cranial nerve palsies in sarcoidosis"
"D86.83","1","A57484","Sarcoid iridocyclitis"
"D86.84","1","A57484","Sarcoid pyelonephritis"
"D86.85","1","A57484","Sarcoid myocarditis"
"D86.86","1","A57484","Sarcoid arthropathy"
"D86.87","1","A57484","Sarcoid myositis"
"D86.89","1","A57484","Sarcoidosis of other sites"
"E20.0","1","A57484","Idiopathic hypoparathyroidism"
"E21.0","1","A57484","Primary hyperparathyroidism"
"E21.1","1","A57484","Secondary hyperparathyroidism, not elsewhere classified"
"E21.2","1","A57484","Other hyperparathyroidism"
"E21.4","1","A57484","Other specified disorders of parathyroid gland"
"E21.5","1","A57484","Disorder of parathyroid gland, unspecified"
"E55.0","1","A57484","Rickets, active"
"E55.9","1","A57484","Vitamin D deficiency, unspecified"
"E64.3","1","A57484","Sequelae of rickets"
"E67.2","1","A57484","Megavitamin-B6 syndrome"
"E67.3","1","A57484","Hypervitaminosis D"
"E67.8","1","A57484","Other specified hyperalimentation"
"E68","1","A57484","Sequelae of hyperalimentation"
"E83.30","1","A57484","Disorder of phosphorus metabolism, unspecified"
"E83.31","1","A57484","Familial hypophosphatemia"
"E83.32","1","A57484","Hereditary vitamin D-dependent rickets (type 1) (type 2)"
"E83.39","1","A57484","Other disorders of phosphorus metabolism"
"E83.51","1","A57484","Hypocalcemia"
"E83.52","1","A57484","Hypercalcemia"
"E84.0","1","A57484","Cystic fibrosis with pulmonary manifestations"
"E84.11","1","A57484","Meconium ileus in cystic fibrosis"
"E84.19","1","A57484","Cystic fibrosis with other intestinal manifestations"
"E84.8","1","A57484","Cystic fibrosis with other manifestations"
"E84.9","1","A57484","Cystic fibrosis, unspecified"
"E89.2","1","A57484","Postprocedural hypoparathyroidism"
"G73.7","1","A57484","Myopathy in diseases classified elsewhere"
"J63.2","1","A57484","Berylliosis"
"K50.00","1","A57484","Crohn's disease of small intestine without complications"
"K50.011","1","A57484","Crohn's disease of small intestine with rectal bleeding"
"K50.012","1","A57484","Crohn's disease of small intestine with intestinal obstruction"
"K50.013","1","A57484","Crohn's disease of small intestine with fistula"
"K50.014","1","A57484","Crohn's disease of small intestine with abscess"
"K50.018","1","A57484","Crohn's disease of small intestine with other complication"
"K50.019","1","A57484","Crohn's disease of small intestine with unspecified complications"
"K50.10","1","A57484","Crohn's disease of large intestine without complications"
"K50.111","1","A57484","Crohn's disease of large intestine with rectal bleeding"
"K50.112","1","A57484","Crohn's disease of large intestine with intestinal obstruction"
"K50.113","1","A57484","Crohn's disease of large intestine with fistula"
"K50.114","1","A57484","Crohn's disease of large intestine with abscess"
"K50.118","1","A57484","Crohn's disease of large intestine with other complication"
"K50.119","1","A57484","Crohn's disease of large intestine with unspecified complications"
"K50.80","1","A57484","Crohn's disease of both small and large intestine without complications"
"K50.811","1","A57484","Crohn's disease of both small and large intestine with rectal bleeding"
"K50.812","1","A57484","Crohn's disease of both small and large intestine with intestinal obstruction"
"K50.813","1","A57484","Crohn's disease of both small and large intestine with fistula"
"K50.814","1","A57484","Crohn's disease of both small and large intestine with abscess"
"K50.818","1","A57484","Crohn's disease of both small and large intestine with other complication"
"K50.819","1","A57484","Crohn's disease of both small and large intestine with unspecified complications"
"K50.90","1","A57484","Crohn's disease, unspecified, without complications"
"K50.911","1","A57484","Crohn's disease, unspecified, with rectal bleeding"
"K50.912","1","A57484","Crohn's disease, unspecified, with intestinal obstruction"
"K50.913","1","A57484","Crohn's disease, unspecified, with fistula"
"K50.914","1","A57484","Crohn's disease, unspecified, with abscess"
"K50.918","1","A57484","Crohn's disease, unspecified, with other complication"
"K50.919","1","A57484","Crohn's disease, unspecified, with unspecified complications"
"K51.00","1","A57484","Ulcerative (chronic) pancolitis without complications"
"K51.011","1","A57484","Ulcerative (chronic) pancolitis with rectal bleeding"
"K51.012","1","A57484","Ulcerative (chronic) pancolitis with intestinal obstruction"
"K51.013","1","A57484","Ulcerative (chronic) pancolitis with fistula"
"K51.014","1","A57484","Ulcerative (chronic) pancolitis with abscess"
"K51.018","1","A57484","Ulcerative (chronic) pancolitis with other complication"
"K51.019","1","A57484","Ulcerative (chronic) pancolitis with unspecified complications"
"K51.20","1","A57484","Ulcerative (chronic) proctitis without complications"
"K51.211","1","A57484","Ulcerative (chronic) proctitis with rectal bleeding"
"K51.212","1","A57484","Ulcerative (chronic) proctitis with intestinal obstruction"
"K51.213","1","A57484","Ulcerative (chronic) proctitis with fistula"
"K51.214","1","A57484","Ulcerative (chronic) proctitis with abscess"
"K51.218","1","A57484","Ulcerative (chronic) proctitis with other complication"
"K51.219","1","A57484","Ulcerative (chronic) proctitis with unspecified complications"
"K51.30","1","A57484","Ulcerative (chronic) rectosigmoiditis without complications"
"K51.311","1","A57484","Ulcerative (chronic) rectosigmoiditis with rectal bleeding"
"K51.312","1","A57484","Ulcerative (chronic) rectosigmoiditis with intestinal obstruction"
"K51.313","1","A57484","Ulcerative (chronic) rectosigmoiditis with fistula"
"K51.314","1","A57484","Ulcerative (chronic) rectosigmoiditis with abscess"
"K51.318","1","A57484","Ulcerative (chronic) rectosigmoiditis with other complication"
"K51.319","1","A57484","Ulcerative (chronic) rectosigmoiditis with unspecified complications"
"K51.40","1","A57484","Inflammatory polyps of colon without complications"
"K51.411","1","A57484","Inflammatory polyps of colon with rectal bleeding"
"K51.412","1","A57484","Inflammatory polyps of colon with intestinal obstruction"
"K51.413","1","A57484","Inflammatory polyps of colon with fistula"
"K51.414","1","A57484","Inflammatory polyps of colon with abscess"
"K51.418","1","A57484","Inflammatory polyps of colon with other complication"
"K51.419","1","A57484","Inflammatory polyps of colon with unspecified complications"
"K51.50","1","A57484","Left sided colitis without complications"
"K51.511","1","A57484","Left sided colitis with rectal bleeding"
"K51.512","1","A57484","Left sided colitis with intestinal obstruction"
"K51.513","1","A57484","Left sided colitis with fistula"
"K51.514","1","A57484","Left sided colitis with abscess"
"K51.518","1","A57484","Left sided colitis with other complication"
"K51.519","1","A57484","Left sided colitis with unspecified complications"
"K51.80","1","A57484","Other ulcerative colitis without complications"
"K51.811","1","A57484","Other ulcerative colitis with rectal bleeding"
"K51.812","1","A57484","Other ulcerative colitis with intestinal obstruction"
"K51.813","1","A57484","Other ulcerative colitis with fistula"
"K51.814","1","A57484","Other ulcerative colitis with abscess"
"K51.818","1","A57484","Other ulcerative colitis with other complication"
"K51.819","1","A57484","Other ulcerative colitis with unspecified complications"
"K51.90","1","A57484","Ulcerative colitis, unspecified, without complications"
"K51.911","1","A57484","Ulcerative colitis, unspecified with rectal bleeding"
"K51.912","1","A57484","Ulcerative colitis, unspecified with intestinal obstruction"
"K51.913","1","A57484","Ulcerative colitis, unspecified with fistula"
"K51.914","1","A57484","Ulcerative colitis, unspecified with abscess"
"K51.918","1","A57484","Ulcerative colitis, unspecified with other complication"
"K51.919","1","A57484","Ulcerative colitis, unspecified with unspecified complications"
"K70.2","1","A57484","Alcoholic fibrosis and sclerosis of liver"
"K70.30","1","A57484","Alcoholic cirrhosis of liver without ascites"
"K70.31","1","A57484","Alcoholic cirrhosis of liver with ascites"
"K74.00","1","A57484","Hepatic fibrosis, unspecified"
"K74.01","1","A57484","Hepatic fibrosis, early fibrosis"
"K74.02","1","A57484","Hepatic fibrosis, advanced fibrosis"
"K74.3","1","A57484","Primary biliary cirrhosis"
"K74.4","1","A57484","Secondary biliary cirrhosis"
"K74.5","1","A57484","Biliary cirrhosis, unspecified"
"K74.60","1","A57484","Unspecified cirrhosis of liver"
"K74.69","1","A57484","Other cirrhosis of liver"
"K75.81","1","A57484","Nonalcoholic steatohepatitis (NASH)"
"K76.0","1","A57484","Fatty (change of) liver, not elsewhere classified"
"K76.82","1","A57484","Hepatic encephalopathy"
"K76.89","1","A57484","Other specified diseases of liver"
"K80.01","1","A57484","Calculus of gallbladder with acute cholecystitis with obstruction"
"K80.11","1","A57484","Calculus of gallbladder with chronic cholecystitis with obstruction"
"K80.13","1","A57484","Calculus of gallbladder with acute and chronic cholecystitis with obstruction"
"K80.19","1","A57484","Calculus of gallbladder with other cholecystitis with obstruction"
"K80.21","1","A57484","Calculus of gallbladder without cholecystitis with obstruction"
"K80.31","1","A57484","Calculus of bile duct with cholangitis, unspecified, with obstruction"
"K80.33","1","A57484","Calculus of bile duct with acute cholangitis with obstruction"
"K80.35","1","A57484","Calculus of bile duct with chronic cholangitis with obstruction"
"K80.37","1","A57484","Calculus of bile duct with acute and chronic cholangitis with obstruction"
"K80.41","1","A57484","Calculus of bile duct with cholecystitis, unspecified, with obstruction"
"K80.43","1","A57484","Calculus of bile duct with acute cholecystitis with obstruction"
"K80.45","1","A57484","Calculus of bile duct with chronic cholecystitis with obstruction"
"K80.47","1","A57484","Calculus of bile duct with acute and chronic cholecystitis with obstruction"
"K80.51","1","A57484","Calculus of bile duct without cholangitis or cholecystitis with obstruction"
"K80.61","1","A57484","Calculus of gallbladder and bile duct with cholecystitis, unspecified, with obstruction"
"K80.63","1","A57484","Calculus of gallbladder and bile duct with acute cholecystitis with obstruction"
"K80.65","1","A57484","Calculus of gallbladder and bile duct with chronic cholecystitis with obstruction"
"K80.67","1","A57484","Calculus of gallbladder and bile duct with acute and chronic cholecystitis with obstruction"
"K80.71","1","A57484","Calculus of gallbladder and bile duct without cholecystitis with obstruction"
"K80.81","1","A57484","Other cholelithiasis with obstruction"
"K82.0","1","A57484","Obstruction of gallbladder"
"K82.8","1","A57484","Other specified diseases of gallbladder"
"K82.9","1","A57484","Disease of gallbladder, unspecified"
"K82.A1","1","A57484","Gangrene of gallbladder in cholecystitis"
"K82.A2","1","A57484","Perforation of gallbladder in cholecystitis"
"K83.01","1","A57484","Primary sclerosing cholangitis"
"K83.09","1","A57484","Other cholangitis"
"K83.1","1","A57484","Obstruction of bile duct"
"K83.2","1","A57484","Perforation of bile duct"
"K83.3","1","A57484","Fistula of bile duct"
"K83.4","1","A57484","Spasm of sphincter of Oddi"
"K83.5","1","A57484","Biliary cyst"
"K83.8","1","A57484","Other specified diseases of biliary tract"
"K83.9","1","A57484","Disease of biliary tract, unspecified"
"K85.10","1","A57484","Biliary acute pancreatitis without necrosis or infection"
"K85.11","1","A57484","Biliary acute pancreatitis with uninfected necrosis"
"K85.12","1","A57484","Biliary acute pancreatitis with infected necrosis"
"K86.2","1","A57484","Cyst of pancreas"
"K86.3","1","A57484","Pseudocyst of pancreas"
"K86.81","1","A57484","Exocrine pancreatic insufficiency"
"K86.89","1","A57484","Other specified diseases of pancreas"
"K86.9","1","A57484","Disease of pancreas, unspecified"
"K87","1","A57484","Disorders of gallbladder, biliary tract and pancreas in diseases classified elsewhere"
"K90.0","1","A57484","Celiac disease"
"K90.1","1","A57484","Tropical sprue"
"K90.2","1","A57484","Blind loop syndrome, not elsewhere classified"
"K90.3","1","A57484","Pancreatic steatorrhea"
"K90.41","1","A57484","Non-celiac gluten sensitivity"
"K90.49","1","A57484","Malabsorption due to intolerance, not elsewhere classified"
"K90.821","1","A57484","Short bowel syndrome with colon in continuity"
"K90.822","1","A57484","Short bowel syndrome without colon in continuity"
"K90.829","1","A57484","Short bowel syndrome, unspecified"
"K90.83","1","A57484","Intestinal failure"
"K90.89","1","A57484","Other intestinal malabsorption"
"K90.9","1","A57484","Intestinal malabsorption, unspecified"
"K91.2","1","A57484","Postsurgical malabsorption, not elsewhere classified"
"L40.0","1","A57484","Psoriasis vulgaris"
"L40.1","1","A57484","Generalized pustular psoriasis"
"L40.2","1","A57484","Acrodermatitis continua"
"L40.3","1","A57484","Pustulosis palmaris et plantaris"
"L40.4","1","A57484","Guttate psoriasis"
"L40.8","1","A57484","Other psoriasis"
"L40.9","1","A57484","Psoriasis, unspecified"
"L90.0","1","A57484","Lichen sclerosus et atrophicus"
"L94.0","1","A57484","Localized scleroderma (morphea)"
"L94.1","1","A57484","Linear scleroderma"
"L94.3","1","A57484","Sclerodactyly"
"M32.0","1","A57484","Drug-induced systemic lupus erythematosus"
"M32.10","1","A57484","Systemic lupus erythematosus, organ or system involvement unspecified"
"M32.11","1","A57484","Endocarditis in systemic lupus erythematosus"
"M32.12","1","A57484","Pericarditis in systemic lupus erythematosus"
"M32.13","1","A57484","Lung involvement in systemic lupus erythematosus"
"M32.14","1","A57484","Glomerular disease in systemic lupus erythematosus"
"M32.15","1","A57484","Tubulo-interstitial nephropathy in systemic lupus erythematosus"
"M32.19","1","A57484","Other organ or system involvement in systemic lupus erythematosus"
"M32.8","1","A57484","Other forms of systemic lupus erythematosus"
"M33.01","1","A57484","Juvenile dermatomyositis with respiratory involvement"
"M33.02","1","A57484","Juvenile dermatomyositis with myopathy"
"M33.03","1","A57484","Juvenile dermatomyositis without myopathy"
"M33.09","1","A57484","Juvenile dermatomyositis with other organ involvement"
"M33.11","1","A57484","Other dermatomyositis with respiratory involvement"
"M33.12","1","A57484","Other dermatomyositis with myopathy"
"M33.13","1","A57484","Other dermatomyositis without myopathy"
"M33.19","1","A57484","Other dermatomyositis with other organ involvement"
"M33.91","1","A57484","Dermatopolymyositis, unspecified with respiratory involvement"
"M33.92","1","A57484","Dermatopolymyositis, unspecified with myopathy"
"M33.93","1","A57484","Dermatopolymyositis, unspecified without myopathy"
"M33.99","1","A57484","Dermatopolymyositis, unspecified with other organ involvement"
"M36.0","1","A57484","Dermato(poly)myositis in neoplastic disease"
"M60.811","1","A57484","Other myositis, right shoulder"
"M60.812","1","A57484","Other myositis, left shoulder"
"M60.821","1","A57484","Other myositis, right upper arm"
"M60.822","1","A57484","Other myositis, left upper arm"
"M60.831","1","A57484","Other myositis, right forearm"
"M60.832","1","A57484","Other myositis, left forearm"
"M60.841","1","A57484","Other myositis, right hand"
"M60.842","1","A57484","Other myositis, left hand"
"M60.851","1","A57484","Other myositis, right thigh"
"M60.852","1","A57484","Other myositis, left thigh"
"M60.861","1","A57484","Other myositis, right lower leg"
"M60.862","1","A57484","Other myositis, left lower leg"
"M60.871","1","A57484","Other myositis, right ankle and foot"
"M60.872","1","A57484","Other myositis, left ankle and foot"
"M60.88","1","A57484","Other myositis, other site"
"M60.89","1","A57484","Other myositis, multiple sites"
"M79.10","1","A57484","Myalgia, unspecified site"
